baths,beds,cats_allowed,comes_furnished,dogs_allowed,electric_vehicle_charge,id,lat,laundry_options,long,parking_options,price,region,smoking_allowed,sqfeet,state,type,wheelchair_access
1.5,2,1,0,1,0,7033630573,44.8052,w/d in unit,-106.96,attached garage,1395,wyoming,0,1800,wy,townhouse,0
2,2,0,1,0,0,7022679087,42.9711,laundry on site,-106.494,street parking,1500,wyoming,0,900,wy,manufactured,0
2,2,1,0,1,0,7034124733,42.8068,w/d hookups,-106.189,carport,1150,wyoming,1,1400,wy,apartment,0
2,3,1,0,1,0,7034285164,41.5961,w/d hookups,-109.254,off-street parking,1199,wyoming,0,1300,wy,apartment,0
1,2,1,0,1,0,7034291186,41.5961,w/d hookups,-109.254,off-street parking,899,wyoming,0,950,wy,apartment,0
1,1,0,1,0,0,7035160779,44.3454,no laundry on site,-106.698,off-street parking,795,wyoming,0,800,wy,apartment,0
2,3,1,0,1,0,7018726246,44.3736,w/d in unit,-89.8098,attached garage,800,wausau,0,1269,wi,townhouse,0
2,3,1,0,1,0,7015988678,44.3736,w/d in unit,-89.8098,attached garage,800,wausau,0,1269,wi,townhouse,0
2,3,1,0,1,0,7013605666,44.3736,w/d in unit,-89.8098,attached garage,800,wausau,0,1269,wi,townhouse,0
2,3,1,0,1,0,7006084865,44.4617,w/d in unit,-89.5376,attached garage,850,wausau,0,1000,wi,apartment,0
1.5,3,0,0,0,0,7009655545,44.3805,w/d in unit,-89.844,attached garage,595,wausau,0,1200,wi,duplex,0
1,3,0,0,0,0,7026464577,44.6557,w/d hookups,-90.1797,detached garage,595,wausau,0,800,wi,duplex,0
2,3,1,0,1,0,7026759033,44.3736,w/d in unit,-89.8098,attached garage,925,wausau,0,1269,wi,townhouse,0
1.5,2,1,0,1,0,7018048212,44.3736,w/d in unit,-89.8098,attached garage,825,wausau,0,1138,wi,townhouse,0
2,3,1,0,1,0,7017827978,44.3736,w/d in unit,-89.8098,attached garage,950,wausau,0,1269,wi,townhouse,0
1,2,1,0,1,0,7013529660,44.7997,w/d in unit,-89.6845,attached garage,850,wausau,0,1067,wi,apartment,0
2,3,1,0,1,0,7013526098,44.9064,w/d in unit,-89.5818,detached garage,900,wausau,0,1437,wi,apartment,0
2,3,1,0,1,0,7019843811,44.3736,w/d in unit,-89.8098,attached garage,925,wausau,0,1269,wi,townhouse,0
2,3,1,0,1,0,7027387329,44.3736,w/d in unit,-89.8098,attached garage,800,wausau,0,1269,wi,townhouse,0
2,3,0,0,0,0,7016713331,44.4562,w/d in unit,-89.5413,attached garage,1300,wausau,0,1440,wi,house,0
1,1,0,0,0,0,7012050385,44.7997,laundry on site,-89.6845,off-street parking,485,wausau,0,600,wi,apartment,0
1.5,2,1,0,1,0,7024465169,44.3736,w/d in unit,-89.8098,attached garage,800,wausau,0,1138,wi,townhouse,0
2,3,1,0,1,0,7024298007,44.3736,w/d in unit,-89.8098,attached garage,925,wausau,0,1269,wi,townhouse,0
1,2,1,0,0,0,7027881731,44.9204,laundry in bldg,-89.9626,off-street parking,540,wausau,1,1000,wi,apartment,0
2,2,1,0,1,0,7012612124,44.8059,w/d in unit,-89.6741,attached garage,965,wausau,0,1075,wi,apartment,0
1,2,0,0,1,0,7010167716,44.918,laundry in bldg,-89.5926,off-street parking,635,wausau,0,900,wi,apartment,0
1,2,0,0,0,0,7009491900,44.872,laundry on site,-89.5924,off-street parking,595,wausau,0,900,wi,apartment,0
1.5,2,1,0,1,0,7025255590,44.3736,w/d in unit,-89.8098,attached garage,825,wausau,0,1138,wi,townhouse,0
2,3,1,0,1,0,7026960431,44.3736,w/d in unit,-89.8098,attached garage,800,wausau,0,1269,wi,townhouse,0
2,3,1,0,1,0,7024953319,44.3736,w/d in unit,-89.8098,attached garage,925,wausau,0,1269,wi,townhouse,0
2,4,0,0,0,0,7009347448,44.5271,w/d in unit,-89.5774,off-street parking,1200,wausau,0,1400,wi,townhouse,0
1,1,0,0,0,0,7009345844,44.5314,laundry on site,-89.5798,off-street parking,650,wausau,0,900,wi,townhouse,0
1,1,0,0,0,0,7009338315,44.5196,laundry on site,-89.5519,off-street parking,600,wausau,0,500,wi,townhouse,0
2,3,0,0,0,0,7029928498,44.9064,w/d hookups,-89.5818,attached garage,1100,wausau,0,2000,wi,duplex,0
1,1,0,1,0,0,7012514766,44.5322,w/d in unit,-89.1373,off-street parking,450,wausau,1,680,wi,apartment,0
2,3,1,0,1,0,7028023217,44.3739,w/d in unit,-89.8079,attached garage,800,wausau,0,1269,wi,townhouse,0
2,3,1,0,1,0,7027684299,44.3739,w/d in unit,-89.8079,attached garage,925,wausau,0,1269,wi,townhouse,0
2,4,1,0,1,0,7030816910,44.537,w/d hookups,-90.1833,detached garage,995,wausau,1,1800,wi,house,0
1,3,0,0,0,0,7031159743,44.6615,w/d in unit,-90.1784,attached garage,1300,wausau,0,1394,wi,duplex,0
3,3,0,0,0,0,7031503750,44.904,w/d in unit,-89.5366,attached garage,1375,wausau,1,2700,wi,condo,0
2,3,1,0,1,0,7015473170,44.4507,w/d hookups,-89.5428,attached garage,899,wausau,0,1348,wi,apartment,0
2,3,1,0,1,0,7015457160,44.4507,w/d hookups,-89.5428,attached garage,899,wausau,0,1237,wi,cottage/cabin,0
2,3,1,0,1,0,7015480141,44.4507,w/d hookups,-89.5428,attached garage,899,wausau,0,1348,wi,cottage/cabin,0
2,2,1,0,1,0,7032278713,44.9502,w/d in unit,-89.5948,attached garage,995,wausau,1,1144,wi,apartment,0
1,2,0,0,0,0,7032325795,44.6482,laundry on site,-90.1724,off-street parking,760,wausau,0,823,wi,apartment,0
1,2,0,0,1,0,7015116538,44.5314,laundry on site,-89.5798,off-street parking,750,wausau,0,950,wi,townhouse,0
2,5,0,0,0,0,7015116774,44.5271,w/d in unit,-89.5774,off-street parking,1200,wausau,0,1800,wi,townhouse,1
1.5,2,1,0,0,0,7015120457,44.5297,w/d in unit,-89.58,off-street parking,700,wausau,0,950,wi,duplex,0
1.5,2,1,0,0,0,7032569394,44.493,w/d hookups,-89.5248,attached garage,850,wausau,0,1200,wi,apartment,0
2,2,1,0,0,0,7007119054,44.9961,w/d in unit,-122.912,street parking,1259,salem,0,1005,or,apartment,0
1,1,0,0,1,0,7025080559,44.9063,w/d hookups,-122.966,carport,1025,salem,0,7150,or,apartment,0
1,2,1,0,1,0,7025116397,44.9871,laundry on site,-123.022,off-street parking,1025,salem,0,880,or,apartment,0
2,2,1,0,1,0,7025139935,44.9588,w/d in unit,-122.991,off-street parking,1150,salem,0,955,or,apartment,0
2,2,1,0,1,0,7025164414,44.8659,w/d in unit,-123.024,carport,1395,salem,0,1061,or,apartment,0
0,2,0,0,0,0,7025170068,45.0102,laundry on site,-122.782,off-street parking,1050,salem,0,829,or,apartment,0
2,2,1,0,1,0,7025195096,44.871,w/d in unit,-123.017,off-street parking,1320,salem,0,1029,or,apartment,0
2.5,3,1,0,1,0,7025197970,44.8715,w/d hookups,-123.017,attached garage,1610,salem,0,1399,or,townhouse,0
1,2,1,0,1,0,7019986209,44.9871,laundry on site,-123.022,off-street parking,1025,salem,0,880,or,apartment,0
1,2,1,0,1,0,7025240597,45.1483,w/d hookups,-122.584,carport,1155,salem,0,844,or,apartment,0
1,2,0,0,0,0,7025250772,44.9704,w/d in unit,-122.962,off-street parking,1040,salem,0,828,or,apartment,0
2,2,1,0,1,0,7025253543,44.871,w/d in unit,-123.017,off-street parking,1320,salem,0,1029,or,apartment,0
2.5,3,1,0,1,0,7025253704,44.8715,w/d hookups,-123.017,attached garage,1610,salem,0,1399,or,townhouse,0
2,2,0,0,1,0,7025230399,44.9062,w/d hookups,-122.97,carport,1095,salem,0,1100,or,apartment,0
2,2,1,0,1,0,7025291412,44.9589,w/d in unit,-122.991,off-street parking,1150,salem,0,955,or,apartment,0
1,2,0,0,0,0,7025298899,44.966,laundry on site,-122.984,carport,1250,salem,0,884,or,apartment,0
1,2,0,0,0,0,7006987930,44.966,laundry on site,-122.984,carport,1250,salem,0,884,or,apartment,0
1,2,0,0,0,0,7006982092,44.966,laundry on site,-122.984,carport,1125,salem,0,884,or,apartment,0
1,2,0,0,0,0,7006975591,44.966,laundry on site,-122.984,carport,1050,salem,0,884,or,apartment,0
2,3,1,0,1,0,7025346582,44.8692,w/d hookups,-123.02,carport,1395,salem,0,1052,or,apartment,1
2,2,1,0,1,1,7019646256,44.8889,w/d in unit,-123.06,off-street parking,1305,salem,0,963,or,apartment,0
1,2,1,0,1,0,7025368514,44.8692,w/d hookups,-123.02,carport,1090,salem,0,882,or,apartment,1
2,2,1,0,1,0,7025391210,44.871,w/d in unit,-123.017,off-street parking,1320,salem,0,1029,or,apartment,0
2.5,3,1,0,1,0,7025391237,44.8715,w/d hookups,-123.017,attached garage,1610,salem,0,1399,or,townhouse,0
3,5,1,0,1,0,7006139659,45.2097,w/d hookups,-123.204,attached garage,1509,salem,1,2332,or,house,0
1,2,1,0,1,0,7025408984,44.8692,w/d hookups,-123.02,carport,1090,salem,0,882,or,apartment,1
2,2,1,0,1,1,7020246013,44.8889,w/d in unit,-123.06,off-street parking,1305,salem,0,963,or,apartment,0
2.5,3,1,0,1,0,7025424125,44.8715,w/d hookups,-123.017,attached garage,1610,salem,0,1399,or,townhouse,0
2,2,1,0,1,0,7025442401,44.871,w/d in unit,-123.017,off-street parking,1320,salem,0,1029,or,apartment,0
2,2,1,0,1,0,7025668602,44.871,w/d in unit,-123.017,off-street parking,1320,salem,0,1029,or,apartment,0
2.5,3,1,0,1,0,7025668680,44.8715,w/d hookups,-123.017,attached garage,1610,salem,0,1399,or,townhouse,0
1,0,1,0,0,0,7007099828,44.9961,w/d in unit,-122.912,street parking,974,salem,0,472,or,apartment,0
1,1,0,0,0,0,7007095404,44.9961,w/d in unit,-122.912,street parking,1034,salem,1,679,or,apartment,0
2,2,1,0,1,0,7025782132,44.871,w/d in unit,-123.017,off-street parking,1320,salem,0,1029,or,apartment,0
2.5,3,1,0,1,0,7025782204,44.8715,w/d hookups,-123.017,attached garage,1610,salem,0,1399,or,townhouse,0
2,2,1,0,1,0,7025820113,44.9589,w/d in unit,-122.991,off-street parking,1150,salem,0,955,or,apartment,0
2,2,1,0,1,0,7025848548,44.8659,w/d in unit,-123.024,carport,1250,salem,0,1061,or,apartment,0
1,2,1,0,1,0,7025872486,44.928,laundry on site,-122.967,off-street parking,1095,salem,1,850,or,apartment,0
3,5,0,0,1,0,7006513291,44.9588,w/d hookups,-123.075,attached garage,3100,salem,0,2400,or,house,0
2,2,0,0,0,0,7025733981,44.9026,w/d in unit,-122.907,carport,1095,salem,1,1100,or,apartment,0
1,2,0,0,0,0,7009057325,44.9451,laundry on site,-123.059,off-street parking,1040,salem,0,850,or,apartment,0
1,2,0,0,0,0,7021345845,44.966,laundry on site,-122.984,carport,1250,salem,0,884,or,apartment,0
2.5,3,1,0,1,0,7025932167,44.8715,w/d hookups,-123.017,attached garage,1610,salem,0,1399,or,townhouse,0
2,2,1,0,1,0,7025932066,44.871,w/d in unit,-123.017,off-street parking,1320,salem,0,1029,or,apartment,0
2,2,1,0,1,0,7025969875,44.9588,w/d in unit,-122.991,off-street parking,1150,salem,0,955,or,apartment,0
1,2,1,0,1,0,7025985437,44.8659,w/d in unit,-123.024,carport,1155,salem,1,969,or,apartment,0
2,3,1,0,1,0,7026007447,44.7692,w/d in unit,-123.339,off-street parking,996,salem,0,1102,or,apartment,0
1.5,3,0,0,0,0,7023086103,39.4558,w/d hookups,-77.9764,off-street parking,825,west virginia (old),0,1120,wv,house,0
1,1,0,0,0,0,7019183002,39.4905,no laundry on site,-79.014,off-street parking,395,west virginia (old),1,450,wv,apartment,0
2,2,1,0,1,0,7032886881,39.6573,laundry on site,-77.6921,off-street parking,1173,west virginia (old),1,921,wv,apartment,0
1,3,0,0,0,0,7035156344,39.4593,w/d hookups,-77.9739,off-street parking,925,west virginia (old),1,1090,wv,duplex,0
1,2,0,0,0,0,7035259984,39.2782,w/d hookups,-80.3609,attached garage,750,west virginia (old),0,800,wv,duplex,0
3,4,0,0,0,0,7036360971,37.8216,w/d hookups,-80.4283,attached garage,1350,west virginia (old),0,2500,wv,house,0
1,2,0,0,1,0,7038440006,39.2874,w/d hookups,-80.3419,off-street parking,800,west virginia (old),0,700,wv,house,0
2,2,0,0,0,0,7044944230,40.1343,w/d hookups,-80.6351,off-street parking,975,west virginia (old),0,1500,wv,apartment,0
1,2,0,0,0,0,7045211777,39.2884,w/d hookups,-80.2442,off-street parking,900,west virginia (old),0,940,wv,house,0
1,2,0,0,1,0,7047075922,39.2874,w/d hookups,-80.3419,off-street parking,800,west virginia (old),0,700,wv,house,0
1,1,0,0,0,0,7048564050,40.4391,w/d hookups,-80.598,off-street parking,500,west virginia (old),0,688,wv,apartment,0
1,1,0,1,1,0,7011357002,37.7799,laundry on site,-81.1864,off-street parking,1450,southern WV,0,960,wv,apartment,0
1,1,0,0,0,0,7030859643,37.664,w/d in unit,-80.8678,off-street parking,475,southern WV,1,900,wv,cottage/cabin,0
1,2,0,0,0,0,7032625697,38.2205,w/d hookups,-81.254,off-street parking,550,southern WV,0,900,wv,house,0
1,2,0,0,0,0,7017502850,37.7932,w/d hookups,-81.2061,street parking,575,southern WV,0,900,wv,house,0
1,2,0,1,1,0,7015945042,37.7932,laundry on site,-81.2061,off-street parking,1825,southern WV,0,1100,wv,cottage/cabin,0
1,1,0,0,0,0,7034956432,37.7935,no laundry on site,-80.3008,off-street parking,825,southern WV,1,800,wv,apartment,0
1,1,1,0,1,0,7036321119,37.7938,laundry on site,-80.3026,off-street parking,550,southern WV,0,800,wv,apartment,0
3,4,0,0,0,0,7036362227,37.8224,w/d hookups,-80.428,attached garage,1350,southern WV,0,2500,wv,apartment,0
2,2,0,0,0,0,7039008545,38.8815,w/d in unit,-80.771,off-street parking,700,west virginia (old),1,980,wv,manufactured,0
1,1,0,1,0,0,7034500747,37.3725,w/d in unit,-81.1118,off-street parking,1200,southern WV,0,1050,wv,house,0
1,1,1,0,1,0,7023341300,37.7971,w/d hookups,-80.4375,off-street parking,700,southern WV,0,800,wv,house,0
1,1,1,0,1,0,7036771850,37.8026,laundry in bldg,-80.4459,street parking,750,southern WV,0,700,wv,apartment,0
1,1,1,1,1,0,7036838127,37.8045,laundry on site,-80.453,off-street parking,700,southern WV,0,300,wv,apartment,0
1,2,0,0,0,0,7019259122,39.6313,w/d hookups,-79.99,off-street parking,1000,southern WV,1,1800,wv,manufactured,0
1.5,2,1,0,1,0,7043842748,37.7693,w/d hookups,-81.0937,street parking,663,southern WV,1,900,wv,apartment,0
1.5,2,1,0,1,0,7043844487,37.7693,w/d hookups,-81.0937,street parking,648,southern WV,1,900,wv,apartment,0
1,2,0,1,0,0,7034258895,37.7932,w/d in unit,-81.2061,off-street parking,1700,southern WV,0,900,wv,house,0
1,2,0,1,0,0,7049306584,37.7602,w/d in unit,-81.2246,off-street parking,1600,southern WV,0,1100,wv,apartment,0
1,2,0,0,0,0,7047308987,37.7932,w/d hookups,-81.2061,street parking,575,southern WV,0,900,wv,house,0
1.5,2,0,0,0,0,7049873428,37.8054,w/d in unit,-80.4334,off-street parking,1200,southern WV,0,1320,wv,townhouse,0
1,1,0,0,0,0,7035196627,37.7484,laundry in bldg,-80.4652,street parking,695,southern WV,1,450,wv,apartment,0
1,1,0,0,0,0,7051272381,40.072,no laundry on site,-80.7322,street parking,775,northern panhandle,0,900,wv,apartment,0
3,3,0,0,0,0,7025120615,39.6505,w/d hookups,-79.944,attached garage,1550,morgantown,1,1800,wv,townhouse,0
4,4,0,1,0,0,7005996425,39.6505,w/d in unit,-79.944,off-street parking,739,morgantown,0,1241,wv,apartment,1
1,1,1,0,1,0,7026172408,29.7041,w/d in unit,-95.401,detached garage,1150,morgantown,0,800,wv,condo,0
1,1,0,0,0,0,7026800489,39.6548,w/d in unit,-79.9343,off-street parking,715,morgantown,1,560,wv,apartment,0
2,2,0,1,0,0,7008573273,39.6505,w/d in unit,-79.944,off-street parking,519,morgantown,0,919,wv,apartment,1
4,4,0,1,0,0,7008575633,39.6505,w/d in unit,-79.944,off-street parking,749,morgantown,0,1241,wv,apartment,1
2,3,0,0,0,0,7027386757,39.6801,laundry in bldg,-79.8558,attached garage,1475,morgantown,1,1800,wv,apartment,0
1,1,1,0,1,0,7009325839,39.6637,w/d in unit,-79.9865,off-street parking,500,morgantown,0,1486,wv,condo,0
1.5,2,1,0,1,0,7024923285,39.155,w/d hookups,-78.1823,off-street parking,1225,winchester,1,933,va,apartment,0
2,2,1,0,1,0,7025009421,39.155,w/d hookups,-78.1823,off-street parking,1275,winchester,1,933,va,apartment,0
1,1,1,0,1,0,7025118227,39.155,w/d hookups,-78.1823,off-street parking,1075,winchester,1,735,va,apartment,0
1.5,2,1,0,1,0,7025169629,39.155,w/d hookups,-78.1823,off-street parking,1225,winchester,1,933,va,apartment,0
2,2,1,0,1,0,7025223996,39.155,w/d hookups,-78.1823,off-street parking,1275,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7025291714,39.155,w/d hookups,-78.1823,off-street parking,1225,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7026717659,39.155,w/d hookups,-78.1823,off-street parking,1225,winchester,1,933,va,apartment,0
1,1,1,0,1,0,7026841508,39.155,w/d hookups,-78.1823,off-street parking,1080,winchester,1,735,va,apartment,0
2,2,1,0,1,0,7026921182,39.155,w/d hookups,-78.1823,off-street parking,1270,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7027002240,39.155,w/d hookups,-78.1823,off-street parking,1220,winchester,1,933,va,apartment,0
1,1,1,0,1,0,7027079036,39.155,w/d hookups,-78.1823,off-street parking,1080,winchester,1,735,va,apartment,0
2,2,1,0,1,0,7027097644,39.1858,w/d hookups,-78.1827,off-street parking,1270,winchester,1,933,va,apartment,0
1,1,1,0,1,0,7027361293,39.155,w/d hookups,-78.1823,off-street parking,1075,winchester,1,735,va,apartment,0
2,2,1,0,1,0,7027428612,39.155,w/d hookups,-78.1823,off-street parking,1270,winchester,1,933,va,apartment,0
2.5,3,1,0,1,0,7027466933,39.1858,w/d hookups,-78.1827,attached garage,1499,winchester,1,1859,va,house,0
1.5,2,1,0,1,0,7027535805,39.155,w/d hookups,-78.1823,off-street parking,1220,winchester,1,933,va,apartment,0
1,1,1,0,1,0,7027602313,39.155,w/d hookups,-78.1823,off-street parking,1075,winchester,1,735,va,apartment,0
2,2,1,0,1,0,7027658311,39.155,w/d hookups,-78.1823,off-street parking,1270,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7027717878,39.155,w/d hookups,-78.1823,off-street parking,1220,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7027991791,39.155,w/d hookups,-78.1823,off-street parking,1230,winchester,1,933,va,apartment,0
2,2,1,0,1,0,7028034550,39.155,w/d hookups,-78.1823,off-street parking,1280,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7028097682,39.155,w/d hookups,-78.1823,off-street parking,1230,winchester,1,933,va,apartment,0
2,2,1,0,1,0,7028183132,39.155,w/d hookups,-78.1823,off-street parking,1280,winchester,1,933,va,apartment,0
1,1,1,0,1,0,7028242891,39.155,w/d hookups,-78.1823,off-street parking,1075,winchester,1,735,va,apartment,0
2,2,1,0,1,0,7028291420,39.155,w/d hookups,-78.1823,off-street parking,1280,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7028328687,39.155,w/d hookups,-78.1823,off-street parking,1230,winchester,1,933,va,apartment,0
2.5,3,1,0,1,0,7030478158,39.4092,w/d in unit,-77.9615,street parking,1200,winchester,0,1350,va,townhouse,0
1.5,2,1,0,1,0,7031407851,39.155,w/d hookups,-78.1823,off-street parking,1235,winchester,1,933,va,apartment,0
1.5,2,1,0,1,0,7031490093,39.155,w/d hookups,-78.1823,off-street parking,1235,winchester,1,933,va,apartment,0
1,1,1,0,1,0,7031620417,39.155,w/d hookups,-78.1823,off-street parking,1090,winchester,1,735,va,apartment,0
1,1,1,0,1,0,7031955307,39.155,w/d hookups,-78.1823,off-street parking,1090,winchester,1,735,va,apartment,0
1.5,2,1,0,1,0,7032084827,39.155,w/d hookups,-78.1823,off-street parking,1235,winchester,1,933,va,apartment,0
1,2,1,0,1,0,7024955326,39.9794,w/d hookups,-76.7762,off-street parking,930,york,1,912,pa,townhouse,0
2,3,1,0,1,0,7006756040,39.9938,w/d in unit,-76.6612,off-street parking,1284,york,1,1240,pa,townhouse,0
0,2,0,0,0,0,7025123054,40.0695,laundry in bldg,-76.7332,off-street parking,1016,york,1,880,pa,apartment,0
1,1,1,0,0,0,7016259134,39.9445,laundry on site,-76.7814,off-street parking,869,york,1,545,pa,apartment,0
1,2,1,0,1,0,7025264047,39.9794,w/d hookups,-76.7762,off-street parking,930,york,1,912,pa,townhouse,0
1,1,1,0,1,0,7005973426,39.9861,laundry on site,-76.6952,off-street parking,970,york,1,657,pa,apartment,0
0,2,1,0,1,0,7025308738,40.0695,laundry in bldg,-76.7332,off-street parking,1066,york,1,880,pa,apartment,0
2,3,1,0,1,0,7026262928,39.9568,w/d in unit,-76.6758,off-street parking,1435,york,1,1350,pa,apartment,0
2,2,1,0,1,0,7026375165,39.9568,w/d in unit,-76.6758,off-street parking,1020,york,1,1200,pa,apartment,0
1.5,3,0,0,0,0,7009547502,39.7943,w/d hookups,-76.9812,off-street parking,1250,york,1,1150,pa,apartment,0
1,2,1,0,1,0,7026756121,40.0046,w/d in unit,-76.5947,off-street parking,1223,york,1,1008,pa,apartment,0
1,1,1,0,1,0,7027010706,39.9568,w/d in unit,-76.6757,off-street parking,930,york,1,1000,pa,apartment,0
2,2,1,0,1,0,7027016074,39.9566,w/d in unit,-76.6758,off-street parking,1020,york,1,1200,pa,apartment,0
2,3,1,0,1,0,7009994922,39.9982,w/d in unit,-76.6562,off-street parking,1289,york,1,1240,pa,townhouse,0
1,1,0,1,0,0,7011457039,39.9557,w/d in unit,-76.7181,off-street parking,659,york,1,133,pa,apartment,1
2,3,1,0,1,0,7027400965,39.9567,w/d in unit,-76.6758,off-street parking,1435,york,1,1350,pa,apartment,0
2,2,1,0,1,0,7025819610,39.9567,w/d in unit,-76.6757,off-street parking,1020,york,1,1200,pa,apartment,0
2,4,1,0,1,0,7010695143,39.9931,w/d in unit,-76.6619,off-street parking,1289,york,1,1240,pa,townhouse,0
2,4,1,0,1,0,7010692095,39.9934,w/d in unit,-76.6617,off-street parking,1289,york,1,1240,pa,townhouse,0
1,2,1,0,1,0,7027486643,39.9794,w/d hookups,-76.7762,off-street parking,930,york,1,912,pa,townhouse,0
2,2,1,0,1,0,7022603512,39.9494,w/d in unit,-76.713,off-street parking,1195,york,0,1200,pa,apartment,0
2,2,1,0,1,0,7008729623,39.8822,w/d in unit,-76.7949,off-street parking,1195,york,0,1200,pa,apartment,0
2,2,1,0,1,0,7014695324,39.8815,w/d in unit,-76.7957,off-street parking,1195,york,0,1200,pa,apartment,0
1,2,0,0,0,0,7027563052,39.2892,laundry on site,-76.59,attached garage,1500,york,0,784,pa,apartment,1
2.5,2,1,0,1,0,7012065976,39.9464,w/d hookups,-76.6521,attached garage,1332,york,1,1226,pa,apartment,0
